LoincNumber,LongCommonName,PartNumber,PartTypeName,PartName,PartSequenceOrder,RID,PreferredName,RPID,LongName
24569-6,RFA AV shunt W contrast IV,LP213584-8,Rad.Anatomic Location.Region Imaged,XXX,A,RID6062,Body region,,
24569-6,RFA AV shunt W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
24569-6,RFA AV shunt W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
24569-6,RFA AV shunt W contrast IV,LP220472-7,Rad.Modality.Modality type,RF,A,RID10361,Fluoroscopy,,
24569-6,RFA AV shunt W contrast IV,LP200068-7,Rad.Modality.Modality subtype,Angio,A,RID10371,ANGIOGRAPHY,,
24569-6,RFA AV shunt W contrast IV,LP251116-2,Rad.Anatomic Location.Imaging Focus,AV shunt,A,RID4851,arteriovenous fistula,,
24570-4,RF Guidance for removal of stone from Biliary duct common-- W contrast retrograde intra biliary,LP249841-0,Rad.Anatomic Location.Imaging Focus,Biliary duct.common,A,RID199,Common bile duct,,
24570-4,RF Guidance for removal of stone from Biliary duct common-- W contrast retrograde intra biliary,LP220472-7,Rad.Modality.Modality type,RF,A,RID10361,Fluoroscopy,,
24570-4,RF Guidance for removal of stone from Biliary duct common-- W contrast retrograde intra biliary,LP248753-8,Rad.Pharmaceutical.Route,Retrograde,A,RID13046,retrograde,,
24570-4,RF Guidance for removal of stone from Biliary duct common-- W contrast retrograde intra biliary,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
24570-4,RF Guidance for removal of stone from Biliary duct common-- W contrast retrograde intra biliary,LP199956-6,Rad.Anatomic Location.Region Imaged,Abdomen,A,RID56,Abdomen,,
24570-4,RF Guidance for removal of stone from Biliary duct common-- W contrast retrograde intra biliary,LP200088-5,Rad.Timing,W,A,RID49853,W,,
24570-4,RF Guidance for removal of stone from Biliary duct common-- W contrast retrograde intra biliary,LP200066-1,Rad.Guidance for.Presence,Guidance,A,RID35732,Guidance,,
24570-4,RF Guidance for removal of stone from Biliary duct common-- W contrast retrograde intra biliary,LP248522-7,Rad.Guidance for.Object,Stone,A,RID4994,calculus,,
24570-4,RF Guidance for removal of stone from Biliary duct common-- W contrast retrograde intra biliary,LP263431-1,Rad.Guidance for.Action,Removal,A,RID50349,Object removal,,
24571-2,NM Biliary ducts and Gallbladder for patency of biliary structures and gallbladder ejection fraction W sincalide and W radionuclide IV,LP213667-1,Rad.View.Aggregation,Ejection fraction,A,RID45645,ejection fraction,,
24571-2,NM Biliary ducts and Gallbladder for patency of biliary structures and gallbladder ejection fraction W sincalide and W radionuclide IV,LP199956-6,Rad.Anatomic Location.Region Imaged,Abdomen,A,RID56,Abdomen,,
24571-2,NM Biliary ducts and Gallbladder for patency of biliary structures and gallbladder ejection fraction W sincalide and W radionuclide IV,LP208891-4,Rad.Modality.Modality type,NM,A,RID10330,nuclear medicine imaging,,
24571-2,NM Biliary ducts and Gallbladder for patency of biliary structures and gallbladder ejection fraction W sincalide and W radionuclide IV,LP199919-4,Rad.Anatomic Location.Imaging Focus,Biliary ducts,A.A,RID45712,set of biliary ducts,,
24571-2,NM Biliary ducts and Gallbladder for patency of biliary structures and gallbladder ejection fraction W sincalide and W radionuclide IV,LP208897-1,Rad.Pharmaceutical.Substance Given,Sincalide,A.A,RID50042,Sincalide,,
24571-2,NM Biliary ducts and Gallbladder for patency of biliary structures and gallbladder ejection fraction W sincalide and W radionuclide IV,LP200088-5,Rad.Timing,W,A.A,RID49853,W,,
24571-2,NM Biliary ducts and Gallbladder for patency of biliary structures and gallbladder ejection fraction W sincalide and W radionuclide IV,LP200088-5,Rad.Timing,W,A.B,RID49853,W,,
24571-2,NM Biliary ducts and Gallbladder for patency of biliary structures and gallbladder ejection fraction W sincalide and W radionuclide IV,LP248198-6,Rad.Reason for Exam,Patency of biliary structures,A.B,RID50263,Patency of biliary structures,,
24571-2,NM Biliary ducts and Gallbladder for patency of biliary structures and gallbladder ejection fraction W sincalide and W radionuclide IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A.B,RID11160,intravenous,,
24571-2,NM Biliary ducts and Gallbladder for patency of biliary structures and gallbladder ejection fraction W sincalide and W radionuclide IV,LP199926-9,Rad.Anatomic Location.Imaging Focus,Gallbladder,A.B,RID187,gallbladder,,
24571-2,NM Biliary ducts and Gallbladder for patency of biliary structures and gallbladder ejection fraction W sincalide and W radionuclide IV,LP208665-2,Rad.Pharmaceutical.Substance Given,Radionuclide,A.B,RID11692,Radiopharmaceutical,,
24572-0,NM Biliary ducts and Gallbladder for patency of biliary structures W Tc-99m IV,LP208891-4,Rad.Modality.Modality type,NM,A,RID10330,nuclear medicine imaging,,
24572-0,NM Biliary ducts and Gallbladder for patency of biliary structures W Tc-99m IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
24572-0,NM Biliary ducts and Gallbladder for patency of biliary structures W Tc-99m IV,LP208899-7,Rad.Pharmaceutical.Substance Given,Tc-99m,A,RID50051,Tc-99m,,
24572-0,NM Biliary ducts and Gallbladder for patency of biliary structures W Tc-99m IV,LP199956-6,Rad.Anatomic Location.Region Imaged,Abdomen,A,RID56,Abdomen,,
24572-0,NM Biliary ducts and Gallbladder for patency of biliary structures W Tc-99m IV,LP248198-6,Rad.Reason for Exam,Patency of biliary structures,A,RID50263,Patency of biliary structures,,
24572-0,NM Biliary ducts and Gallbladder for patency of biliary structures W Tc-99m IV,LP200088-5,Rad.Timing,W,A,RID49853,W,,
24572-0,NM Biliary ducts and Gallbladder for patency of biliary structures W Tc-99m IV,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
24572-0,NM Biliary ducts and Gallbladder for patency of biliary structures W Tc-99m IV,LP199919-4,Rad.Anatomic Location.Imaging Focus,Biliary ducts,A.A,RID45712,set of biliary ducts,,
24572-0,NM Biliary ducts and Gallbladder for patency of biliary structures W Tc-99m IV,LP199926-9,Rad.Anatomic Location.Imaging Focus,Gallbladder,A.B,RID187,gallbladder,,
24573-8,XR Biliary ducts and Gallbladder W contrast IV,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
24573-8,XR Biliary ducts and Gallbladder W contrast IV,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
24573-8,XR Biliary ducts and Gallbladder W contrast IV,LP200088-5,Rad.Timing,W,A,RID49853,W,,
24573-8,XR Biliary ducts and Gallbladder W contrast IV,LP199956-6,Rad.Anatomic Location.Region Imaged,Abdomen,A,RID56,Abdomen,,
24573-8,XR Biliary ducts and Gallbladder W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
24573-8,XR Biliary ducts and Gallbladder W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
24573-8,XR Biliary ducts and Gallbladder W contrast IV,LP199919-4,Rad.Anatomic Location.Imaging Focus,Biliary ducts,A.A,RID45712,set of biliary ducts,,
24573-8,XR Biliary ducts and Gallbladder W contrast IV,LP199926-9,Rad.Anatomic Location.Imaging Focus,Gallbladder,A.B,RID187,gallbladder,,
24574-6,RF Biliary ducts and Gallbladder during surgery W contrast biliary duct,LP220472-7,Rad.Modality.Modality type,RF,A,RID10361,Fluoroscopy,RPID6652,FL Cholangiogram Intraoperative
24574-6,RF Biliary ducts and Gallbladder during surgery W contrast biliary duct,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,RPID6652,FL Cholangiogram Intraoperative
24574-6,RF Biliary ducts and Gallbladder during surgery W contrast biliary duct,LP199956-6,Rad.Anatomic Location.Region Imaged,Abdomen,A,RID56,Abdomen,RPID6652,FL Cholangiogram Intraoperative
24574-6,RF Biliary ducts and Gallbladder during surgery W contrast biliary duct,LP200088-5,Rad.Timing,W,A,RID49853,W,RPID6652,FL Cholangiogram Intraoperative
24574-6,RF Biliary ducts and Gallbladder during surgery W contrast biliary duct,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,RPID6652,FL Cholangiogram Intraoperative
24574-6,RF Biliary ducts and Gallbladder during surgery W contrast biliary duct,LP199919-4,Rad.Anatomic Location.Imaging Focus,Biliary ducts,A.A,RID45712,set of biliary ducts,RPID6652,FL Cholangiogram Intraoperative
24574-6,RF Biliary ducts and Gallbladder during surgery W contrast biliary duct,LP199926-9,Rad.Anatomic Location.Imaging Focus,Gallbladder,A.B,RID187,gallbladder,RPID6652,FL Cholangiogram Intraoperative
24575-3,RF Biliary ducts and Gallbladder W contrast percutaneous transhepatic,LP220472-7,Rad.Modality.Modality type,RF,A,RID10361,Fluoroscopy,,
24575-3,RF Biliary ducts and Gallbladder W contrast percutaneous transhepatic,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
24575-3,RF Biliary ducts and Gallbladder W contrast percutaneous transhepatic,LP200088-5,Rad.Timing,W,A,RID49853,W,,
24575-3,RF Biliary ducts and Gallbladder W contrast percutaneous transhepatic,LP199956-6,Rad.Anatomic Location.Region Imaged,Abdomen,A,RID56,Abdomen,,
24575-3,RF Biliary ducts and Gallbladder W contrast percutaneous transhepatic,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
24575-3,RF Biliary ducts and Gallbladder W contrast percutaneous transhepatic,LP249307-2,Rad.Pharmaceutical.Route,Percutaneous transhepatic,A,RID50258,Percutaneous transhepatic,,
24575-3,RF Biliary ducts and Gallbladder W contrast percutaneous transhepatic,LP199919-4,Rad.Anatomic Location.Imaging Focus,Biliary ducts,A.A,RID45712,set of biliary ducts,,
24575-3,RF Biliary ducts and Gallbladder W contrast percutaneous transhepatic,LP199926-9,Rad.Anatomic Location.Imaging Focus,Gallbladder,A.B,RID187,gallbladder,,
24576-1,RFA Urinary bladder arteries W contrast IA,LP220472-7,Rad.Modality.Modality type,RF,A,RID10361,Fluoroscopy,,
24576-1,RFA Urinary bladder arteries W contrast IA,LP200068-7,Rad.Modality.Modality subtype,Angio,A,RID10371,ANGIOGRAPHY,,
24576-1,RFA Urinary bladder arteries W contrast IA,LP249111-8,Rad.Anatomic Location.Imaging Focus,Urinary bladder arteries,A,RID50277,Urinary bladder arteries,,
24576-1,RFA Urinary bladder arteries W contrast IA,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
24576-1,RFA Urinary bladder arteries W contrast IA,LP200071-1,Rad.Pharmaceutical.Route,IA,A,RID11108,Intra-arterial,,
24576-1,RFA Urinary bladder arteries W contrast IA,LP199998-8,Rad.Anatomic Location.Region Imaged,Pelvis,A,RID2507,Pelvis,,
24576-1,RFA Urinary bladder arteries W contrast IA,LP200088-5,Rad.Timing,W,A,RID49853,W,,
24576-1,RFA Urinary bladder arteries W contrast IA,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
24577-9,XR Bone during surgery,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
24577-9,XR Bone during surgery,LP213584-8,Rad.Anatomic Location.Region Imaged,XXX,A,RID6062,Body region,,
24577-9,XR Bone during surgery,LP209032-4,Rad.Anatomic Location.Imaging Focus,Bone,A,RID13197,bone organ,,
24577-9,XR Bone during surgery,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
24578-7,SPECT Bones,LP208892-2,Rad.Modality.Modality subtype,SPECT,A,RID10334,single photon emission computed tomography,,
24578-7,SPECT Bones,LP212843-9,Rad.Anatomic Location.Imaging Focus,Bones,A,RID28569,set of bones,,
24578-7,SPECT Bones,LP208891-4,Rad.Modality.Modality type,NM,A,RID10330,nuclear medicine imaging,,
24578-7,SPECT Bones,LP213584-8,Rad.Anatomic Location.Region Imaged,XXX,A,RID6062,Body region,,
24578-7,SPECT Bones,LP208665-2,Rad.Pharmaceutical.Substance Given,Radionuclide,A,RID11692,Radiopharmaceutical,,
24578-7,SPECT Bones,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
24578-7,SPECT Bones,LP200088-5,Rad.Timing,W,A,RID49853,W,,
24579-5,XR Long bones survey,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
24579-5,XR Long bones survey,LP213584-8,Rad.Anatomic Location.Region Imaged,XXX,A,RID6062,Body region,,
24579-5,XR Long bones survey,LP213632-5,Rad.Anatomic Location.Imaging Focus,Bones.long,A,RID34436,Long bone,,
24579-5,XR Long bones survey,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
24580-3,RFA Guidance for angioplasty of Brachiocephalic artery-- W contrast IA,LP220472-7,Rad.Modality.Modality type,RF,A,RID10361,Fluoroscopy,,
24580-3,RFA Guidance for angioplasty of Brachiocephalic artery-- W contrast IA,LP200068-7,Rad.Modality.Modality subtype,Angio,A,RID10371,ANGIOGRAPHY,,
24580-3,RFA Guidance for angioplasty of Brachiocephalic artery-- W contrast IA,LP207965-7,Rad.Anatomic Location.Imaging Focus,Brachiocephalic artery,A,RID582,Brachiocephalic artery,,
24580-3,RFA Guidance for angioplasty of Brachiocephalic artery-- W contrast IA,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
24580-3,RFA Guidance for angioplasty of Brachiocephalic artery-- W contrast IA,LP200071-1,Rad.Pharmaceutical.Route,IA,A,RID11108,Intra-arterial,,
24580-3,RFA Guidance for angioplasty of Brachiocephalic artery-- W contrast IA,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
24580-3,RFA Guidance for angioplasty of Brachiocephalic artery-- W contrast IA,LP200066-1,Rad.Guidance for.Presence,Guidance,A,RID35732,Guidance,,
24580-3,RFA Guidance for angioplasty of Brachiocephalic artery-- W contrast IA,LP200088-5,Rad.Timing,W,A,RID49853,W,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP200088-5,Rad.Timing,W,A,RID49853,W,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP200068-7,Rad.Modality.Modality subtype,Angio,A,RID10371,ANGIOGRAPHY,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP220472-7,Rad.Modality.Modality type,RF,A,RID10361,Fluoroscopy,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP200071-1,Rad.Pharmaceutical.Route,IA,A,RID11108,Intra-arterial,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP206663-9,Rad.Anatomic Location.Imaging Focus,Subclavian artery,A.A,RID773,Subclavian artery,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A.A,RID49843,Unspecified laterality,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A.A,RID49844,Laterality present,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A.A,RID1243,Thorax,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A.B,RID49844,Laterality present,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A.B,RID49843,Unspecified laterality,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A.B,RID49844,Laterality present,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP230315-6,Rad.Anatomic Location.Imaging Focus,Brachial artery,A.B,RID865,brachial artery,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A.B,RID49843,Unspecified laterality,,
24581-1,RFA Subclavian artery and Brachial artery W contrast IA,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A.B,RID1850,Upper extremity,,
24582-9,MR Brachial plexus,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
24582-9,MR Brachial plexus,LP206634-0,Rad.Anatomic Location.Imaging Focus,Brachial plexus,A,RID7202,Brachial plexus,,
24582-9,MR Brachial plexus,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
24583-7,MR Brachial plexus WO and W contrast IV,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,RPID772,MR Brachial Plexus w and wo IV Contrast
24583-7,MR Brachial plexus WO and W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,RPID772,MR Brachial Plexus w and wo IV Contrast
24583-7,MR Brachial plexus WO and W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,RPID772,MR Brachial Plexus w and wo IV Contrast
24583-7,MR Brachial plexus WO and W contrast IV,LP200090-1,Rad.Timing,WO & W,A,RID49855,WO & W,RPID772,MR Brachial Plexus w and wo IV Contrast
24583-7,MR Brachial plexus WO and W contrast IV,LP206634-0,Rad.Anatomic Location.Imaging Focus,Brachial plexus,A,RID7202,Brachial plexus,RPID772,MR Brachial Plexus w and wo IV Contrast
24583-7,MR Brachial plexus WO and W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,RPID772,MR Brachial Plexus w and wo IV Contrast
24584-5,MRA Thoracic inlet vessels W contrast IV,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
24584-5,MRA Thoracic inlet vessels W contrast IV,LP207366-8,Rad.Anatomic Location.Imaging Focus,Thoracic inlet vessels,A,RID49941,Set of thoracic inlet vessels,,
24584-5,MRA Thoracic inlet vessels W contrast IV,LP200068-7,Rad.Modality.Modality subtype,Angio,A,RID10371,ANGIOGRAPHY,,
24584-5,MRA Thoracic inlet vessels W contrast IV,LP200088-5,Rad.Timing,W,A,RID49853,W,,
24584-5,MRA Thoracic inlet vessels W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
24584-5,MRA Thoracic inlet vessels W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
24584-5,MRA Thoracic inlet vessels W contrast IV,LP199962-4,Rad.Anatomic Location.Region Imaged,Chest,A,RID1243,Thorax,,
24585-2,CT Guidance for stereotactic biopsy of Head-- W contrast IV,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
24585-2,CT Guidance for stereotactic biopsy of Head-- W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,,
24585-2,CT Guidance for stereotactic biopsy of Head-- W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,,
24585-2,CT Guidance for stereotactic biopsy of Head-- W contrast IV,LP200088-5,Rad.Timing,W,A,RID49853,W,,
24585-2,CT Guidance for stereotactic biopsy of Head-- W contrast IV,LP200066-1,Rad.Guidance for.Presence,Guidance,A,RID35732,Guidance,,
24585-2,CT Guidance for stereotactic biopsy of Head-- W contrast IV,LP200041-4,Rad.Guidance for.Action,Biopsy,A,RID38611,Biopsy,,
24585-2,CT Guidance for stereotactic biopsy of Head-- W contrast IV,LP200054-7,Rad.Guidance for.Action,Stereotactic biopsy,A,RID45699,STEREOTACTIC BIOPSY,,
24585-2,CT Guidance for stereotactic biopsy of Head-- W contrast IV,LP200067-9,Rad.Modality.Modality type,CT,A,RID10321,computed tomography,,
24586-0,MR Brain W anesthesia,LP206549-0,Rad.Modality.Modality type,MR,A,RID10312,Magnetic resonance imaging,,
24586-0,MR Brain W anesthesia,LP206702-5,Rad.Anatomic Location.Imaging Focus,Brain,A,RID6434,brain,,
24586-0,MR Brain W anesthesia,LP200088-5,Rad.Timing,W,A,RID49853,W,,
24586-0,MR Brain W anesthesia,LP200083-6,Rad.Pharmaceutical.Substance Given,Anesthesia,A,RID11006,Anesthesia,,
24586-0,MR Brain W anesthesia,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
24587-8,MR Brain WO and W contrast IV,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,RPID480,MR Head w and wo IV Contrast
24587-8,MR Brain WO and W contrast IV,LP200078-6,Rad.Pharmaceutical.Route,IV,A,RID11160,intravenous,RPID480,MR Head w and wo IV Contrast
24587-8,MR Brain WO and W contrast IV,LP200085-1,Rad.Pharmaceutical.Substance Given,Contrast,A,RID11582,Contrast agent,RPID480,MR Head w and wo IV Contrast
